Species,genus,family,order,group
Elsholtzia_stauntonii,Elsholtzia,Lamiaceae,Lamiales,Angiosperms
Elsholtzia_densa,Elsholtzia,Lamiaceae,Lamiales,Angiosperms
Elsholtzia_cypriani,Elsholtzia,Lamiaceae,Lamiales,Angiosperms
Elsholtzia_argyi,Elsholtzia,Lamiaceae,Lamiales,Angiosperms
Elsholtzia_stachyodes,Elsholtzia,Lamiaceae,Lamiales,Angiosperms
Elsholtzia_splendens,Elsholtzia,Lamiaceae,Lamiales,Angiosperms
Mosla_dianthera,Mosla,Lamiaceae,Lamiales,Angiosperms
Mosla_chinensis,Mosla,Lamiaceae,Lamiales,Angiosperms
Mosla_scabra,Mosla,Lamiaceae,Lamiales,Angiosperms
Perilla_frutescens,Perilla,Lamiaceae,Lamiales,Angiosperms
Collinsonia_canadensis,Collinsonia,Lamiaceae,Lamiales,Angiosperms
Hanceola_exserta,Hanceola,Lamiaceae,Lamiales,Angiosperms
Hyptis_mutabilis,Hyptis,Lamiaceae,Lamiales,Angiosperms
Plectranthus_excelsus,Plectranthus,Lamiaceae,Lamiales,Angiosperms
Plectranthus_grandicalyx,Plectranthus,Lamiaceae,Lamiales,Angiosperms
Ocimum_gratissimum,Ocimum,Lamiaceae,Lamiales,Angiosperms
Ocimum_x_africanum,Ocimum,Lamiaceae,Lamiales,Angiosperms
Ocimum_basilicum,Ocimum,Lamiaceae,Lamiales,Angiosperms
Isodon_macrocalyx,Isodon,Lamiaceae,Lamiales,Angiosperms
Isodon_racemosus,Isodon,Lamiaceae,Lamiales,Angiosperms
Isodon_nervosus,Isodon,Lamiaceae,Lamiales,Angiosperms
Isodon_longitubus,Isodon,Lamiaceae,Lamiales,Angiosperms
Isodon_inflexus,Isodon,Lamiaceae,Lamiales,Angiosperms
Isodon_amethystoides,Isodon,Lamiaceae,Lamiales,Angiosperms
Isodon_serra,Isodon,Lamiaceae,Lamiales,Angiosperms
Teucrium_viscidum,Teucrium,Lamiaceae,Lamiales,Angiosperms
Teucrium_canadense,Teucrium,Lamiaceae,Lamiales,Angiosperms
Ajuga_decumbens,Ajuga,Lamiaceae,Lamiales,Angiosperms
Ajuga_reptans,Ajuga,Lamiaceae,Lamiales,Angiosperms
Ajuga_lupulina,Ajuga,Lamiaceae,Lamiales,Angiosperms
Ajuga_nipponensis,Ajuga,Lamiaceae,Lamiales,Angiosperms
Clerodendrum_mandarinorum,Clerodendrum,Lamiaceae,Lamiales,Angiosperms
Clerodendrum_kaichianum,Clerodendrum,Lamiaceae,Lamiales,Angiosperms
Clerodendrum_luteopunctatum,Clerodendrum,Lamiaceae,Lamiales,Angiosperms
Clerodendrum_bungei,Clerodendrum,Lamiaceae,Lamiales,Angiosperms
Clerodendrum_cyrtophyllum,Clerodendrum,Lamiaceae,Lamiales,Angiosperms
Clerodendrum_fragrans,Clerodendrum,Lamiaceae,Lamiales,Angiosperms
Clerodendrum_trichotomum,Clerodendrum,Lamiaceae,Lamiales,Angiosperms
Caryopteris_incana,Caryopteris,Lamiaceae,Lamiales,Angiosperms
Caryopteris_divaricata,Caryopteris,Lamiaceae,Lamiales,Angiosperms
Trichostema_dichotomum,Trichostema,Lamiaceae,Lamiales,Angiosperms
Trichostema_setaceum,Trichostema,Lamiaceae,Lamiales,Angiosperms
Rubiteucris_palmata,Rubiteucris,Lamiaceae,Lamiales,Angiosperms
Schnabelia_terniflora,Schnabelia,Lamiaceae,Lamiales,Angiosperms
Amethystea_caerulea,Amethystea,Lamiaceae,Lamiales,Angiosperms
Scutellaria_incana,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_lateriflora,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_indica,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_scordifolia,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_galericulata,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_multiglandulosa,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_elliptica,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_mellichampii,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_serrata,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_saxatilis,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_racemosa,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_pekinensis,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_regeliana,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_dependens,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_incisa,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_moniliorhiza,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_tuminensis,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_laeteviolacea,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_baicalensis,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Scutellaria_barbata,Scutellaria,Lamiaceae,Lamiales,Angiosperms
Lamium_purpureum,Lamium,Lamiaceae,Lamiales,Angiosperms
Lamium_amplexicaule,Lamium,Lamiaceae,Lamiales,Angiosperms
Lamium_barbatum,Lamium,Lamiaceae,Lamiales,Angiosperms
Leonurus_japonicus,Leonurus,Lamiaceae,Lamiales,Angiosperms
Leonurus_sibiricus,Leonurus,Lamiaceae,Lamiales,Angiosperms
Lagopsis_supina,Lagopsis,Lamiaceae,Lamiales,Angiosperms
Leonurus_macranthus,Leonurus,Lamiaceae,Lamiales,Angiosperms
Leonurus_cardiaca,Leonurus,Lamiaceae,Lamiales,Angiosperms
Phlomoides_koraiensis,Phlomoides,Lamiaceae,Lamiales,Angiosperms
Phlomoides_maximowiczii,Phlomoides,Lamiaceae,Lamiales,Angiosperms
Phlomoides_umbrosa,Phlomoides,Lamiaceae,Lamiales,Angiosperms
Phlomis_umbrosa,Phlomis,Lamiaceae,Lamiales,Angiosperms
Phlomis_jeholensis,Phlomis,Lamiaceae,Lamiales,Angiosperms
Matsumurella_chinensis,Matsumurella,Lamiaceae,Lamiales,Angiosperms
Stachys_floridana,Stachys,Lamiaceae,Lamiales,Angiosperms
Stachys_latidens,Stachys,Lamiaceae,Lamiales,Angiosperms
Stachys_baicalensis,Stachys,Lamiaceae,Lamiales,Angiosperms
Stachys_tenuifolia,Stachys,Lamiaceae,Lamiales,Angiosperms
Stachys_annua,Stachys,Lamiaceae,Lamiales,Angiosperms
Stachys_chinensis,Stachys,Lamiaceae,Lamiales,Angiosperms
Stachys_riederi_var._japonica,Stachys,Lamiaceae,Lamiales,Angiosperms
Stachys_affinis,Stachys,Lamiaceae,Lamiales,Angiosperms
Physostegia_virginiana,Physostegia,Lamiaceae,Lamiales,Angiosperms
Galeopsis_bifida,Galeopsis,Lamiaceae,Lamiales,Angiosperms
Galeopsis_tetrahit,Galeopsis,Lamiaceae,Lamiales,Angiosperms
Pogostemon_yatabeanus,Pogostemon,Lamiaceae,Lamiales,Angiosperms
Premna_microphylla,Premna,Lamiaceae,Lamiales,Angiosperms
Callicarpa_bodinieri,Callicarpa,Lamiaceae,Lamiales,Angiosperms
Callicarpa_peii,Callicarpa,Lamiaceae,Lamiales,Angiosperms
Callicarpa_japonica_var._angustata,Callicarpa,Lamiaceae,Lamiales,Angiosperms
Callicarpa_dichotoma,Callicarpa,Lamiaceae,Lamiales,Angiosperms
Callicarpa_americana,Callicarpa,Lamiaceae,Lamiales,Angiosperms
Callicarpa_japonica,Callicarpa,Lamiaceae,Lamiales,Angiosperms
Callicarpa_rubella,Callicarpa,Lamiaceae,Lamiales,Angiosperms
Callicarpa_giraldii,Callicarpa,Lamiaceae,Lamiales,Angiosperms
Vitex_agnus-castus,Vitex,Lamiaceae,Lamiales,Angiosperms
Vitex_negundo,Vitex,Lamiaceae,Lamiales,Angiosperms
Vitex_trifolia,Vitex,Lamiaceae,Lamiales,Angiosperms
Vitex_rotundifolia,Vitex,Lamiaceae,Lamiales,Angiosperms
Vitex_negundo_var._cannabifolia,Vitex,Lamiaceae,Lamiales,Angiosperms
Castilleja_coccinea,Castilleja,Orobanchaceae,Lamiales,Angiosperms
Agalinis_filifolia,Agalinis,Orobanchaceae,Lamiales,Angiosperms
Agalinis_tenuifolia,Agalinis,Orobanchaceae,Lamiales,Angiosperms
Agalinis_plukenetii,Agalinis,Orobanchaceae,Lamiales,Angiosperms
Agalinis_setacea,Agalinis,Orobanchaceae,Lamiales,Angiosperms
Agalinis_paupercula,Agalinis,Orobanchaceae,Lamiales,Angiosperms
Agalinis_purpurea,Agalinis,Orobanchaceae,Lamiales,Angiosperms
Agalinis_fasciculata,Agalinis,Orobanchaceae,Lamiales,Angiosperms
Seymeria_pectinata,Seymeria,Orobanchaceae,Lamiales,Angiosperms
Aureolaria_pectinata,Aureolaria,Orobanchaceae,Lamiales,Angiosperms
Aureolaria_pedicularia,Aureolaria,Orobanchaceae,Lamiales,Angiosperms
Aureolaria_flava,Aureolaria,Orobanchaceae,Lamiales,Angiosperms
Aureolaria_laevigata,Aureolaria,Orobanchaceae,Lamiales,Angiosperms
Aureolaria_virginica,Aureolaria,Orobanchaceae,Lamiales,Angiosperms
Seymeria_cassioides,Seymeria,Orobanchaceae,Lamiales,Angiosperms
Pedicularis_canadensis,Pedicularis,Orobanchaceae,Lamiales,Angiosperms
Pedicularis_mandshurica,Pedicularis,Orobanchaceae,Lamiales,Angiosperms
Pedicularis_resupinata,Pedicularis,Orobanchaceae,Lamiales,Angiosperms
Pedicularis_striata,Pedicularis,Orobanchaceae,Lamiales,Angiosperms
Pedicularis_spicata,Pedicularis,Orobanchaceae,Lamiales,Angiosperms
Pedicularis_verticillata,Pedicularis,Orobanchaceae,Lamiales,Angiosperms
Pedicularis_tatarinowii,Pedicularis,Orobanchaceae,Lamiales,Angiosperms
Pedicularis_nasturtiifolia,Pedicularis,Orobanchaceae,Lamiales,Angiosperms
Pedicularis_davidii,Pedicularis,Orobanchaceae,Lamiales,Angiosperms
Pedicularis_chinensis,Pedicularis,Orobanchaceae,Lamiales,Angiosperms
Pedicularis_henryi,Pedicularis,Orobanchaceae,Lamiales,Angiosperms
Pedicularis_artselaeri,Pedicularis,Orobanchaceae,Lamiales,Angiosperms
Pedicularis_grandiflora,Pedicularis,Orobanchaceae,Lamiales,Angiosperms
Pedicularis_sceptrum-carolinum,Pedicularis,Orobanchaceae,Lamiales,Angiosperms
Phtheirospermum_japonicum,Phtheirospermum,Orobanchaceae,Lamiales,Angiosperms
Melampyrum_pratense,Melampyrum,Orobanchaceae,Lamiales,Angiosperms
Melampyrum_lineare,Melampyrum,Orobanchaceae,Lamiales,Angiosperms
Euphrasia_nemorosa,Euphrasia,Orobanchaceae,Lamiales,Angiosperms
Euphrasia_maximowiczii,Euphrasia,Orobanchaceae,Lamiales,Angiosperms
Euphrasia_pectinata,Euphrasia,Orobanchaceae,Lamiales,Angiosperms
Brandisia_hancei,Brandisia,Paulowniaceae,Lamiales,Angiosperms
Siphonostegia_laeta,Siphonostegia,Orobanchaceae,Lamiales,Angiosperms
Siphonostegia_chinensis,Siphonostegia,Orobanchaceae,Lamiales,Angiosperms
Orobanche_uniflora,Orobanche,Orobanchaceae,Lamiales,Angiosperms
Epifagus_virginiana,Epifagus,Orobanchaceae,Lamiales,Angiosperms
Conopholis_americana,Conopholis,Orobanchaceae,Lamiales,Angiosperms
Aphyllon_uniflorum,Aphyllon,Orobanchaceae,Lamiales,Angiosperms
Orobanche_caerulescens,Orobanche,Orobanchaceae,Lamiales,Angiosperms
Orobanche_coerulescens,Orobanche,Orobanchaceae,Lamiales,Angiosperms
Orobanche_pycnostachya,Orobanche,Orobanchaceae,Lamiales,Angiosperms
Mannagettaea_labiata,Mannagettaea,Orobanchaceae,Lamiales,Angiosperms
Aeginetia_indica,Aeginetia,Orobanchaceae,Lamiales,Angiosperms
Buchnera_floridana,Buchnera,Orobanchaceae,Lamiales,Angiosperms
Buchnera_americana,Buchnera,Orobanchaceae,Lamiales,Angiosperms
Rehmannia_henryi,Rehmannia,Plantaginaceae,Lamiales,Angiosperms
Rehmannia_glutinosa,Rehmannia,Plantaginaceae,Lamiales,Angiosperms
Rehmannia_chingii,Rehmannia,Plantaginaceae,Lamiales,Angiosperms
Paulownia_tomentosa,Paulownia,Paulowniaceae,Lamiales,Angiosperms
Paulownia_fortunei,Paulownia,Paulowniaceae,Lamiales,Angiosperms
Paulownia_kawakamii,Paulownia,Paulowniaceae,Lamiales,Angiosperms
Phryma_leptostachya,Phryma,Phrymaceae,Lamiales,Angiosperms
Mimulus_ringens,Mimulus,Phrymaceae,Lamiales,Angiosperms
Mazus_stachydifolius,Mazus,Phrymaceae,Lamiales,Angiosperms
Mazus_miquelii,Mazus,Phrymaceae,Lamiales,Angiosperms
Mazus_pulchellus,Mazus,Phrymaceae,Lamiales,Angiosperms
Mazus_caducifer,Mazus,Phrymaceae,Lamiales,Angiosperms
Mazus_gracilis,Mazus,Phrymaceae,Lamiales,Angiosperms
Mazus_pumilus,Mazus,Phrymaceae,Lamiales,Angiosperms
Bignonia_capreolata,Bignonia,Bignoniaceae,Lamiales,Angiosperms
Dolichandra_unguis-cati,Dolichandra,Bignoniaceae,Lamiales,Angiosperms
Catalpa_fargesii,Catalpa,Bignoniaceae,Lamiales,Angiosperms
Catalpa_ovata,Catalpa,Bignoniaceae,Lamiales,Angiosperms
Catalpa_bignonioides,Catalpa,Bignoniaceae,Lamiales,Angiosperms
Campsis_radicans,Campsis,Bignoniaceae,Lamiales,Angiosperms
Campsis_grandiflora,Campsis,Bignoniaceae,Lamiales,Angiosperms
Incarvillea_sinensis,Incarvillea,Bignoniaceae,Lamiales,Angiosperms
Sesamum_indicum,Sesamum,Pedaliaceae,Lamiales,Angiosperms
Ruellia_capitata,Ruellia,Acanthaceae,Lamiales,Angiosperms
Ruellia_caroliniensis,Ruellia,Acanthaceae,Lamiales,Angiosperms
Strobilanthes_forrestii,Strobilanthes,Acanthaceae,Lamiales,Angiosperms
Strobilanthes_lamium,Strobilanthes,Acanthaceae,Lamiales,Angiosperms
Strobilanthes_tubiflos,Strobilanthes,Acanthaceae,Lamiales,Angiosperms
Dyschoriste_oblongifolia,Dyschoriste,Acanthaceae,Lamiales,Angiosperms
Hygrophila_salicifolia,Hygrophila,Acanthaceae,Lamiales,Angiosperms
Aphelandra_terryae,Aphelandra,Acanthaceae,Lamiales,Angiosperms
Justicia_quadrifaria,Justicia,Acanthaceae,Lamiales,Angiosperms
Justicia_procumbens,Justicia,Acanthaceae,Lamiales,Angiosperms
Peristrophe_japonica,Peristrophe,Acanthaceae,Lamiales,Angiosperms
Asystasiella_neesiana,Asystasiella,Acanthaceae,Lamiales,Angiosperms
Utricularia_floridana,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Utricularia_radiata,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Utricularia_foliosa,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Utricularia_bifida,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Utricularia_cornuta,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Utricularia_julianae,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Utricularia_vulgaris,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Utricularia_australis,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Utricularia_macrorhiza,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Utricularia_intermedia,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Utricularia_geminiscapa,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Utricularia_aurea,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Utricularia_inflata,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Utricularia_gibba,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Utricularia_resupinata,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Utricularia_olivacea,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Utricularia_purpurea,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Utricularia_subulata,Utricularia,Lentibulariaceae,Lamiales,Angiosperms
Lantana_camara,Lantana,Verbenaceae,Lamiales,Angiosperms
Phyla_nodiflora,Phyla,Verbenaceae,Lamiales,Angiosperms
Verbena_brasiliensis,Verbena,Verbenaceae,Lamiales,Angiosperms
Verbena_scabra,Verbena,Verbenaceae,Lamiales,Angiosperms
Verbena_halei,Verbena,Verbenaceae,Lamiales,Angiosperms
Verbena_carnea,Verbena,Verbenaceae,Lamiales,Angiosperms
Verbena_urticifolia,Verbena,Verbenaceae,Lamiales,Angiosperms
Verbena_officinalis,Verbena,Verbenaceae,Lamiales,Angiosperms
Verbena_hastata,Verbena,Verbenaceae,Lamiales,Angiosperms
Verbena_rigida,Verbena,Verbenaceae,Lamiales,Angiosperms
