Species,genus,family,order,group
Lobelia_siphilitica,Lobelia,Campanulaceae,Asterales,Angiosperms
Lobelia_dortmanna,Lobelia,Campanulaceae,Asterales,Angiosperms
Lobelia_chinensis,Lobelia,Campanulaceae,Asterales,Angiosperms
Triodanis_perfoliata,Triodanis,Campanulaceae,Asterales,Angiosperms
Sambucus_latipinna,Sambucus,Adoxaceae,Dipsacales,Angiosperms
Sambucus_racemosa,Sambucus,Adoxaceae,Dipsacales,Angiosperms
Sambucus_williamsii,Sambucus,Adoxaceae,Dipsacales,Angiosperms
Sambucus_racemosa_subsp._sieboldiana,Sambucus,Adoxaceae,Dipsacales,Angiosperms
Sambucus_manshurica,Sambucus,Adoxaceae,Dipsacales,Angiosperms
Sambucus_buergeriana,Sambucus,Adoxaceae,Dipsacales,Angiosperms
Sambucus_racemosa_subsp._pubens,Sambucus,Adoxaceae,Dipsacales,Angiosperms
Sambucus_canadensis,Sambucus,Adoxaceae,Dipsacales,Angiosperms
Sambucus_nigra,Sambucus,Adoxaceae,Dipsacales,Angiosperms
Sambucus_javanica,Sambucus,Adoxaceae,Dipsacales,Angiosperms
Sambucus_chinensis,Sambucus,Adoxaceae,Dipsacales,Angiosperms
Adoxa_moschatellina,Adoxa,Adoxaceae,Dipsacales,Angiosperms
Viburnum_lentago,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_rufidulum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_prunifolium,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_nudum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_cassinoides,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_burejaeticum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_rhytidophyllum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_mongolicum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_utile,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_macrocephalum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_lantanoides,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_sympodiale,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_plicatum_var._tomentosum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_henryi,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_opulus,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_opulus_var._sargentii,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_koreanum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_acerifolium,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_cylindricum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_sempervirens_var._trichophorum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_erosum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_setigerum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_betulifolium,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_melanocarpum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_dilatatum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_lancifolium,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_fordiae,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_propinquum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_dentatum_var._lucidum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_dentatum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_chinshanense,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_hengshanicum,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_sp,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Viburnum_alnifolium,Viburnum,Adoxaceae,Dipsacales,Angiosperms
Diervilla_sessilifolia,Diervilla,Caprifoliaceae,Dipsacales,Angiosperms
Diervilla_lonicera,Diervilla,Caprifoliaceae,Dipsacales,Angiosperms
Weigela_japonica_var._sinica,Weigela,Caprifoliaceae,Dipsacales,Angiosperms
Weigela_praecox,Weigela,Caprifoliaceae,Dipsacales,Angiosperms
Weigela_floribunda,Weigela,Caprifoliaceae,Dipsacales,Angiosperms
Patrinia_intermedia,Patrinia,Caprifoliaceae,Dipsacales,Angiosperms
Patrinia_heterophylla,Patrinia,Caprifoliaceae,Dipsacales,Angiosperms
Patrinia_scabra,Patrinia,Caprifoliaceae,Dipsacales,Angiosperms
Patrinia_scabiosifolia,Patrinia,Caprifoliaceae,Dipsacales,Angiosperms
Patrinia_villosa,Patrinia,Caprifoliaceae,Dipsacales,Angiosperms
Patrinia_monandra,Patrinia,Caprifoliaceae,Dipsacales,Angiosperms
Patrinia_rupestris,Patrinia,Caprifoliaceae,Dipsacales,Angiosperms
Valeriana_jatamansi,Valeriana,Caprifoliaceae,Dipsacales,Angiosperms
Valeriana_officinalis,Valeriana,Caprifoliaceae,Dipsacales,Angiosperms
Valeriana_amurensis,Valeriana,Caprifoliaceae,Dipsacales,Angiosperms
Lomelosia_isetensis,Lomelosia,Caprifoliaceae,Dipsacales,Angiosperms
Dipsacus_japonicus,Dipsacus,Caprifoliaceae,Dipsacales,Angiosperms
Dipsacus_asperoides,Dipsacus,Caprifoliaceae,Dipsacales,Angiosperms
Scabiosa_comosa,Scabiosa,Caprifoliaceae,Dipsacales,Angiosperms
Triplostegia_glandulifera,Triplostegia,Caprifoliaceae,Dipsacales,Angiosperms
Linnaea_borealis,Linnaea,Caprifoliaceae,Dipsacales,Angiosperms
Abelia_parvifolia,Abelia,Caprifoliaceae,Dipsacales,Angiosperms
Abelia_engleriana,Abelia,Caprifoliaceae,Dipsacales,Angiosperms
Abelia_uniflora,Abelia,Caprifoliaceae,Dipsacales,Angiosperms
Abelia_chinensis,Abelia,Caprifoliaceae,Dipsacales,Angiosperms
Zabelia_dielsii,Zabelia,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_villosa,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_elisae,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_pampaninii,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_subhispida,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_caerulea_var._edulis,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_canadensis,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_tangutica,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_inconspicua,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_chrysantha,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_ruprechtiana,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_tatarica_var._morrowii,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_maackii,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_modesta,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_maximowiczii,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_nigra,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_similis,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_acuminata,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_macranthoides,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_hypoglauca,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_henryi,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_japonica_var._chinensis,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_japonica,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_gynochlamydea,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_hemsleyana,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_pileata,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_hispida,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_praeflorens,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_tragophylla,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_sempervirens,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Lonicera_dioica,Lonicera,Caprifoliaceae,Dipsacales,Angiosperms
Triosteum_perfoliatum,Triosteum,Caprifoliaceae,Dipsacales,Angiosperms
Triosteum_aurantiacum,Triosteum,Caprifoliaceae,Dipsacales,Angiosperms
Triosteum_himalayanum,Triosteum,Caprifoliaceae,Dipsacales,Angiosperms
Symphoricarpos_orbiculatus,Symphoricarpos,Caprifoliaceae,Dipsacales,Angiosperms
Symphoricarpos_albus_var._laevigatus,Symphoricarpos,Caprifoliaceae,Dipsacales,Angiosperms
Gamblea_ciliata,Gamblea,Araliaceae,Apiales,Angiosperms
Gamblea_ciliata_var._evodiifolia,Gamblea,Araliaceae,Apiales,Angiosperms
Dendropanax_dentiger,Dendropanax,Araliaceae,Apiales,Angiosperms
Eleutherococcus_sessiliflorus,Eleutherococcus,Araliaceae,Apiales,Angiosperms
Eleutherococcus_simonii,Eleutherococcus,Araliaceae,Apiales,Angiosperms
Eleutherococcus_trifoliatus,Eleutherococcus,Araliaceae,Apiales,Angiosperms
Eleutherococcus_setchuenensis,Eleutherococcus,Araliaceae,Apiales,Angiosperms
Eleutherococcus_nodiflorus,Eleutherococcus,Araliaceae,Apiales,Angiosperms
Eleutherococcus_senticosus,Eleutherococcus,Araliaceae,Apiales,Angiosperms
Eleutherococcus_henryi,Eleutherococcus,Araliaceae,Apiales,Angiosperms
Eleutherococcus_leucorrhizus,Eleutherococcus,Araliaceae,Apiales,Angiosperms
Macropanax_rosthornii,Macropanax,Araliaceae,Apiales,Angiosperms
Hedera_sinensis,Hedera,Araliaceae,Apiales,Angiosperms
Hedera_helix,Hedera,Araliaceae,Apiales,Angiosperms
Kalopanax_septemlobus,Kalopanax,Araliaceae,Apiales,Angiosperms
Fatsia_japonica,Fatsia,Araliaceae,Apiales,Angiosperms
Tetrapanax_papyrifer,Tetrapanax,Araliaceae,Apiales,Angiosperms
Schefflera_delavayi,Schefflera,Araliaceae,Apiales,Angiosperms
Aralia_henryi,Aralia,Araliaceae,Apiales,Angiosperms
Aralia_continentalis,Aralia,Araliaceae,Apiales,Angiosperms
Aralia_cordata,Aralia,Araliaceae,Apiales,Angiosperms
Aralia_racemosa,Aralia,Araliaceae,Apiales,Angiosperms
Aralia_chinensis,Aralia,Araliaceae,Apiales,Angiosperms
Aralia_dasyphylloides,Aralia,Araliaceae,Apiales,Angiosperms
Aralia_spinosa,Aralia,Araliaceae,Apiales,Angiosperms
Aralia_echinocaulis,Aralia,Araliaceae,Apiales,Angiosperms
Aralia_elata,Aralia,Araliaceae,Apiales,Angiosperms
Aralia_hispida,Aralia,Araliaceae,Apiales,Angiosperms
Aralia_dasyphylla,Aralia,Araliaceae,Apiales,Angiosperms
Panax_ginseng,Panax,Araliaceae,Apiales,Angiosperms
Panax_quinquefolius,Panax,Araliaceae,Apiales,Angiosperms
Panax_japonicus,Panax,Araliaceae,Apiales,Angiosperms
Panax_trifolius,Panax,Araliaceae,Apiales,Angiosperms
Aralia_houheensis,Aralia,Araliaceae,Apiales,Angiosperms
Aralia_nudicaulis,Aralia,Araliaceae,Apiales,Angiosperms
Hydrocotyle_nepalensis,Hydrocotyle,Araliaceae,Apiales,Angiosperms
Hydrocotyle_javanica,Hydrocotyle,Araliaceae,Apiales,Angiosperms
Hydrocotyle_ramiflora,Hydrocotyle,Araliaceae,Apiales,Angiosperms
Hydrocotyle_sibthorpioides,Hydrocotyle,Araliaceae,Apiales,Angiosperms
Hydrocotyle_americana,Hydrocotyle,Araliaceae,Apiales,Angiosperms
Hydrocotyle_verticillata,Hydrocotyle,Araliaceae,Apiales,Angiosperms
Hydrocotyle_umbellata,Hydrocotyle,Araliaceae,Apiales,Angiosperms
Centella_asiatica,Centella,Apiaceae,Apiales,Angiosperms
Ligusticum_nullivittatum,Ligusticum,Apiaceae,Apiales,Angiosperms
Sphallerocarpus_gracilis,Sphallerocarpus,Apiaceae,Apiales,Angiosperms
Torilis_scabra,Torilis,Apiaceae,Apiales,Angiosperms
Torilis_japonica,Torilis,Apiaceae,Apiales,Angiosperms
Daucus_carota_subsp._sativus,Daucus,Apiaceae,Apiales,Angiosperms
Daucus_carota,Daucus,Apiaceae,Apiales,Angiosperms
Ferula_communis,Ferula,Apiaceae,Apiales,Angiosperms
Osmorhiza_aristata,Osmorhiza,Apiaceae,Apiales,Angiosperms
Osmorhiza_claytonii,Osmorhiza,Apiaceae,Apiales,Angiosperms
Osmorhiza_berteroi,Osmorhiza,Apiaceae,Apiales,Angiosperms
Anthriscus_sylvestris,Anthriscus,Apiaceae,Apiales,Angiosperms
Pternopetalum_vulgare,Pternopetalum,Apiaceae,Apiales,Angiosperms
Pternopetalum_trichomanifolium,Pternopetalum,Apiaceae,Apiales,Angiosperms
Pternopetalum_tanakae,Pternopetalum,Apiaceae,Apiales,Angiosperms
Pternopetalum_heterophyllum,Pternopetalum,Apiaceae,Apiales,Angiosperms
Ligusticum_canadense,Ligusticum,Apiaceae,Apiales,Angiosperms
Spermolepis_echinata,Spermolepis,Apiaceae,Apiales,Angiosperms
Thaspium_barbinode,Thaspium,Apiaceae,Apiales,Angiosperms
Thaspium_trifoliatum,Thaspium,Apiaceae,Apiales,Angiosperms
Zizia_aptera,Zizia,Apiaceae,Apiales,Angiosperms
Zizia_aurea,Zizia,Apiaceae,Apiales,Angiosperms
Zizia_trifoliata,Zizia,Apiaceae,Apiales,Angiosperms
Spermolepis_divaricata,Spermolepis,Apiaceae,Apiales,Angiosperms
Cnidium_monnieri,Cnidium,Apiaceae,Apiales,Angiosperms
Peucedanum_terebinthaceum,Peucedanum,Apiaceae,Apiales,Angiosperms
Ostericum_grosseserratum,Ostericum,Apiaceae,Apiales,Angiosperms
Peucedanum_elegans,Peucedanum,Apiaceae,Apiales,Angiosperms
Angelica_decursiva,Angelica,Apiaceae,Apiales,Angiosperms
Angelica_pubescens,Angelica,Apiaceae,Apiales,Angiosperms
Angelica_amurensis,Angelica,Apiaceae,Apiales,Angiosperms
Angelica_cartilaginomarginata,Angelica,Apiaceae,Apiales,Angiosperms
Angelica_gigas,Angelica,Apiaceae,Apiales,Angiosperms
Angelica_atropurpurea,Angelica,Apiaceae,Apiales,Angiosperms
Angelica_tianmuensis,Angelica,Apiaceae,Apiales,Angiosperms
Angelica_polymorpha,Angelica,Apiaceae,Apiales,Angiosperms
Angelica_biserrata,Angelica,Apiaceae,Apiales,Angiosperms
Angelica_dahurica,Angelica,Apiaceae,Apiales,Angiosperms
Angelica_anomala,Angelica,Apiaceae,Apiales,Angiosperms
Pimpinella_smithii,Pimpinella,Apiaceae,Apiales,Angiosperms
Peucedanum_medicum,Peucedanum,Apiaceae,Apiales,Angiosperms
Peucedanum_harry-smithii,Peucedanum,Apiaceae,Apiales,Angiosperms
Peucedanum_praeruptorum,Peucedanum,Apiaceae,Apiales,Angiosperms
Saposhnikovia_divaricata,Saposhnikovia,Apiaceae,Apiales,Angiosperms
Ligusticopsis_brachyloba,Ligusticopsis,Apiaceae,Apiales,Angiosperms
Pastinaca_sativa,Pastinaca,Apiaceae,Apiales,Angiosperms
Heracleum_maximum,Heracleum,Apiaceae,Apiales,Angiosperms
Heracleum_moellendorffii,Heracleum,Apiaceae,Apiales,Angiosperms
Heracleum_hemsleyanum,Heracleum,Apiaceae,Apiales,Angiosperms
Heracleum_candicans,Heracleum,Apiaceae,Apiales,Angiosperms
Coriandrum_sativum,Coriandrum,Apiaceae,Apiales,Angiosperms
Angelica_venenosa,Angelica,Apiaceae,Apiales,Angiosperms
Angelica_triquinata,Angelica,Apiaceae,Apiales,Angiosperms
Ligusticum_jeholense,Ligusticum,Apiaceae,Apiales,Angiosperms
Ligusticum_sinense,Ligusticum,Apiaceae,Apiales,Angiosperms
Angelica_sinensis,Angelica,Apiaceae,Apiales,Angiosperms
Nothosmyrnium_japonicum,Nothosmyrnium,Apiaceae,Apiales,Angiosperms
Foeniculum_vulgare,Foeniculum,Apiaceae,Apiales,Angiosperms
Apium_graveolens,Apium,Apiaceae,Apiales,Angiosperms
Apium_leptophyllum,Apium,Apiaceae,Apiales,Angiosperms
Anethum_graveolens,Anethum,Apiaceae,Apiales,Angiosperms
Conium_maculatum,Conium,Apiaceae,Apiales,Angiosperms
Pimpinella_diversifolia,Pimpinella,Apiaceae,Apiales,Angiosperms
Carum_carvi,Carum,Apiaceae,Apiales,Angiosperms
Aegopodium_podagraria,Aegopodium,Apiaceae,Apiales,Angiosperms
Aegopodium_alpestre,Aegopodium,Apiaceae,Apiales,Angiosperms
Cyclospermum_leptophyllum,Cyclospermum,Apiaceae,Apiales,Angiosperms
Cryptotaenia_japonica,Cryptotaenia,Apiaceae,Apiales,Angiosperms
Trepocarpus_aethusae,Trepocarpus,Apiaceae,Apiales,Angiosperms
Oxypolis_rigidior,Oxypolis,Apiaceae,Apiales,Angiosperms
Cryptotaenia_canadensis,Cryptotaenia,Apiaceae,Apiales,Angiosperms
Sium_suave,Sium,Apiaceae,Apiales,Angiosperms
Cicuta_virosa,Cicuta,Apiaceae,Apiales,Angiosperms
Cicuta_maculata,Cicuta,Apiaceae,Apiales,Angiosperms
Cicuta_bulbifera,Cicuta,Apiaceae,Apiales,Angiosperms
Pimpinella_rhomboidea,Pimpinella,Apiaceae,Apiales,Angiosperms
Changium_smyrnioides,Changium,Apiaceae,Apiales,Angiosperms
Pimpinella_bobrovii,Pimpinella,Apiaceae,Apiales,Angiosperms
Physospermopsis_delavayi,Physospermopsis,Apiaceae,Apiales,Angiosperms
Pleurospermum_uralense,Pleurospermum,Apiaceae,Apiales,Angiosperms
Bupleurum_chinense_f._pekinense,Bupleurum,Apiaceae,Apiales,Angiosperms
Bupleurum_chinense,Bupleurum,Apiaceae,Apiales,Angiosperms
Bupleurum_chinense_f._vanheurckii,Bupleurum,Apiaceae,Apiales,Angiosperms
Bupleurum_chinense_f._octoradiatum,Bupleurum,Apiaceae,Apiales,Angiosperms
Bupleurum_komarovianum,Bupleurum,Apiaceae,Apiales,Angiosperms
Bupleurum_longiradiatum,Bupleurum,Apiaceae,Apiales,Angiosperms
Bupleurum_euphorbioides,Bupleurum,Apiaceae,Apiales,Angiosperms
Bupleurum_scorzonerifolium,Bupleurum,Apiaceae,Apiales,Angiosperms
Bupleurum_longicaule,Bupleurum,Apiaceae,Apiales,Angiosperms
Sanicula_smallii,Sanicula,Apiaceae,Apiales,Angiosperms
Sanicula_marilandica,Sanicula,Apiaceae,Apiales,Angiosperms
Sanicula_canadensis,Sanicula,Apiaceae,Apiales,Angiosperms
Sanicula_gregaria,Sanicula,Apiaceae,Apiales,Angiosperms
Sanicula_orthacantha,Sanicula,Apiaceae,Apiales,Angiosperms
Sanicula_lamelligera,Sanicula,Apiaceae,Apiales,Angiosperms
Sanicula_chinensis,Sanicula,Apiaceae,Apiales,Angiosperms
Eryngium_integrifolium,Eryngium,Apiaceae,Apiales,Angiosperms
Eryngium_aromaticum,Eryngium,Apiaceae,Apiales,Angiosperms
Eryngium_baldwinii,Eryngium,Apiaceae,Apiales,Angiosperms
Eryngium_yuccifolium,Eryngium,Apiaceae,Apiales,Angiosperms
Dickinsia_hydrocotyloides,Dickinsia,Apiaceae,Apiales,Angiosperms
Pittosporum_podocarpum,Pittosporum,Pittosporaceae,Apiales,Angiosperms
Pittosporum_rehderianum,Pittosporum,Pittosporaceae,Apiales,Angiosperms
Pittosporum_trigonocarpum,Pittosporum,Pittosporaceae,Apiales,Angiosperms
Pittosporum_truncatum,Pittosporum,Pittosporaceae,Apiales,Angiosperms
Pittosporum_xylocarpum,Pittosporum,Pittosporaceae,Apiales,Angiosperms
Pittosporum_illicioides,Pittosporum,Pittosporaceae,Apiales,Angiosperms
Nemopanthus_mucronatus,Nemopanthus,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_pedunculosa,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_suaveolens,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_chinensis,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_purpurea,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_yunnanensis,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_litseifolia,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_mucronata,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_formosana,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_ficoidea,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_latifolia,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_chieniana,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_buergeri,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_pernyi,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_bioritsensis,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_corallina,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_cornuta,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_micrococca,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_rotunda,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_laevigata,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_verticillata,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_ambigua,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_macrocarpa,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_macropoda,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_wilsonii,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_glabra,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_coriacea,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_cassine,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_myrtifolia,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_opaca,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_decidua,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_vomitoria,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_collina,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_montana,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_pubescens,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_crenata,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_triflora,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_tsoi,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_elmerrilliana,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Ilex_kobuskiana,Ilex,Aquifoliaceae,Aquifoliales,Angiosperms
Helwingia_japonica,Helwingia,Helwingiaceae,Aquifoliales,Angiosperms
Helwingia_chinensis,Helwingia,Helwingiaceae,Aquifoliales,Angiosperms
Primula_ovalifolia,Primula,Primulaceae,Ericales,Angiosperms
Primula_maximowiczii,Primula,Primulaceae,Ericales,Angiosperms
Primula_farinosa,Primula,Primulaceae,Ericales,Angiosperms
Primula_fistulosa,Primula,Primulaceae,Ericales,Angiosperms
Primula_efarinosa,Primula,Primulaceae,Ericales,Angiosperms
Primula_sieboldii,Primula,Primulaceae,Ericales,Angiosperms
Androsace_filiformis,Androsace,Primulaceae,Ericales,Angiosperms
Androsace_mariae,Androsace,Primulaceae,Ericales,Angiosperms
Androsace_bungeana,Androsace,Primulaceae,Ericales,Angiosperms
Androsace_umbellata,Androsace,Primulaceae,Ericales,Angiosperms
Lysimachia_barystachys,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_lanceolata,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_prolifera,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_punctatilimba,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_quadriflora,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_terrestris,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_melampyroides,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_congestiflora,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_stenosepala,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_rubiginosa,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_hemsleyana,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_paridiformis,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_christinae,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_patungensis,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_longipes,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_candida,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_heterogenea,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_pentapetala,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_clethroides,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_fortunei,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_borealis,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_nummularia,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_davurica,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_vulgaris,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_thyrsiflora,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_ciliata,Lysimachia,Primulaceae,Ericales,Angiosperms
Lysimachia_quadrifolia,Lysimachia,Primulaceae,Ericales,Angiosperms
Trientalis_europaea,Trientalis,Primulaceae,Ericales,Angiosperms
Trientalis_borealis,Trientalis,Primulaceae,Ericales,Angiosperms
Ardisia_chinensis,Ardisia,Primulaceae,Ericales,Angiosperms
Ardisia_japonica,Ardisia,Primulaceae,Ericales,Angiosperms
Ardisia_hanceana,Ardisia,Primulaceae,Ericales,Angiosperms
Ardisia_lindleyana,Ardisia,Primulaceae,Ericales,Angiosperms
Ardisia_brevicaulis,Ardisia,Primulaceae,Ericales,Angiosperms
Ardisia_crispa,Ardisia,Primulaceae,Ericales,Angiosperms
Ardisia_crenata,Ardisia,Primulaceae,Ericales,Angiosperms
Maesa_japonica,Maesa,Primulaceae,Ericales,Angiosperms
Diospyros_armata,Diospyros,Ebenaceae,Ericales,Angiosperms
Diospyros_kaki_var._silvestris,Diospyros,Ebenaceae,Ericales,Angiosperms
Diospyros_cathayensis,Diospyros,Ebenaceae,Ericales,Angiosperms
Diospyros_rhombifolia,Diospyros,Ebenaceae,Ericales,Angiosperms
Diospyros_lotus,Diospyros,Ebenaceae,Ericales,Angiosperms
Diospyros_glaucifolia,Diospyros,Ebenaceae,Ericales,Angiosperms
Diospyros_morrisiana,Diospyros,Ebenaceae,Ericales,Angiosperms
Diospyros_oleifera,Diospyros,Ebenaceae,Ericales,Angiosperms
Diospyros_kaki,Diospyros,Ebenaceae,Ericales,Angiosperms
Diospyros_virginiana,Diospyros,Ebenaceae,Ericales,Angiosperms
